ODF25 Comdty,ODF27 Comdty,GOOG Equity,GOOGL Equity,PETR4 Equity
10.35,10.54,51.725,52.515,15.9
10.38,10.58,51.798,52.596,16.11
10.34,10.55,,,16.19
10.43,10.63,52.031,52.826,16.1
10.45,10.65,52.711,53.601,15.87
10.4,10.6,52.371,53.165,15.84
10.56,10.78,51.083,51.869,15.33
10.67,10.86,51.07,51.809,15.38
10.63,10.84,50.509,51.253,15.61
10.53,10.73,49.934,50.594,15.48
10.44,10.66,50.258,50.98,15.31
10.43,10.63,50.919,51.636,15.52
10.54,10.75,51.547,52.229,15.26
10.49,10.7,51.853,52.469,15.35
10.53,10.73,52.055,52.599,15.38
10.66,10.87,52.024,52.439,15.49
10.59,10.81,52.031,52.57,15.18
10.66,10.86,52.458,52.874,15.01
10.69,10.89,53.21,53.6,14.95
10.74,10.96,53.857,54.254,15.22
10.83,11.06,53.534,53.989,15.14
10.69,10.95,53.248,53.678,15.24
10.61,10.83,53.182,53.543,15.86
10.59,10.82,53.006,53.443,15.75
10.51,10.75,52.837,53.293,15.97
10.52,10.76,52.468,53.01,16.05
10.44,10.66,52.407,52.798,16.1
,,52.32,52.67,
10.26,10.51,53.25,53.661,16.55
10.2,10.48,54.124,54.576,16.7
10.22,10.48,54.32,54.788,16.73
10.24,10.51,55.112,55.515,16.83
10.19,10.46,55.347,55.711,17.03
10.23,10.49,55.313,55.64,17.03
10.17,10.45,55.131,55.507,16.8
10.11,10.38,55.276,55.603,17.25
10.04,10.31,56.113,56.533,17.3
10.05,10.34,,,17.35
10.07,10.34,56.088,56.535,17.65
10.06,10.32,56.599,56.955,18.36
10.04,10.28,56.49,56.799,18.22
10.06,10.3,56.876,57.175,18.26
10.09,10.33,57.79,58.208,18.47
10.17,10.42,58.499,58.809,18.29
10.02,10.26,58.212,58.564,19.34
,,58.518,59.107,
9.86,10.11,58.792,59.378,19.93
9.9,10.15,58.779,59.324,19.85
9.89,10.13,58.185,58.869,19.49
9.86,10.09,58.497,59.111,19.7
9.79,9.99,58.385,59.079,20.52
9.93,10.12,55.595,55.96,19.97
9.99,10.18,52.79,53.12,19.04
9.92,10.12,54.03,54.222,19.99
9.91,10.12,52.429,52.771,19.44
9.95,10.17,50.076,50.386,19.05
10.07,10.29,51.889,52.314,18.77
,,52.597,52.728,
,,52.605,52.707,
9.95,10.19,53.485,53.635,19.25
9.95,10.21,54.476,54.568,19.4
9.89,10.16,54.74,54.775,19.42
9.92,10.18,,,20.05
9.89,10.15,55.123,55.18,20.44
9.91,10.16,55.567,55.688,20.25
9.89,10.14,55.332,55.495,20.74
9.76,10.0,56.34,56.405,21.12
9.64,9.86,57.188,57.185,21.52
9.67,9.89,55.915,55.876,21.5
9.64,9.85,55.237,55.196,21.46
9.65,9.87,53.476,53.571,21.03
9.6,9.84,53.946,54.207,21.51
9.55,9.79,54.547,54.738,22.12
9.55,9.79,54.753,55.045,21.9
9.58,9.83,55.482,55.752,21.67
9.61,9.86,56.3,56.469,21.7
9.63,9.87,58.002,58.042,22.39
9.63,9.87,58.225,58.297,22.33
9.53,9.77,56.909,56.996,22.11
9.52,9.73,57.475,57.445,22.38
9.52,9.73,57.479,57.531,21.31
9.49,9.7,56.787,56.721,21.43
9.5,9.72,54.991,55.003,20.93
9.56,9.77,54.886,54.79,21.16
9.48,9.69,54.544,54.7,22.05
9.42,9.66,52.454,52.658,21.72
9.52,9.78,51.079,51.328,21.75
9.46,9.74,52.661,52.704,22.03
9.47,9.77,50.255,50.347,21.44
9.5,9.79,50.228,50.259,21.2
9.46,9.75,51.59,51.857,21.41
9.5,9.77,50.324,50.632,20.9
9.57,9.84,50.671,50.934,20.71
9.66,9.95,51.257,51.486,20.38
9.56,9.84,51.39,51.632,21.15
9.67,9.94,50.352,50.498,21.28
9.7,9.99,50.773,51.005,20.53
9.73,10.02,51.582,51.825,21.4
9.67,9.95,50.999,51.253,21.8
9.64,9.92,51.626,51.865,21.68
9.73,10.03,51.463,51.802,21.2
9.69,9.99,51.899,52.305,20.62
9.65,9.95,53.708,53.968,21.03
9.56,9.87,53.604,53.77,21.8
9.6,9.89,54.385,54.473,22.2
9.61,9.9,53.648,53.866,22.36
9.74,10.05,53.373,53.691,22.48
9.78,10.08,50.999,51.132,22.4
9.82,10.09,51.059,51.15,21.73
9.73,10.04,52.002,52.165,22.63
9.64,9.93,51.503,51.573,22.71
9.69,9.98,50.867,50.929,22.97
,,51.866,52.038,
9.73,10.03,51.219,51.302,22.6
9.72,10.01,51.186,51.315,22.45
9.73,10.01,52.411,52.55,22.27
9.82,10.09,52.74,52.973,22.65
9.97,10.24,52.696,52.93,22.91
10.19,10.46,54.138,54.448,24.78
9.94,10.21,54.878,55.274,25.75
9.98,10.26,54.913,55.169,25.44
10.08,10.33,55.01,55.33,26.24
10.14,10.4,53.962,54.244,26.79
10.11,10.37,54.088,54.204,27.39
10.23,10.48,53.93,54.063,25.95
10.65,10.9,53.318,53.482,25.65
10.57,10.87,53.979,54.201,25.05
10.54,10.84,53.487,53.765,24.71
10.53,10.84,53.985,54.298,23.27
10.69,11.03,53.962,54.273,20.08
10.9,11.27,53.783,54.204,19.8
10.99,11.33,,,16.91
11.25,11.65,53.016,53.403,19.3
11.29,11.67,53.39,53.874,18.98
,,54.25,55.0,
11.3,11.69,55.975,56.75,16.16
11.35,11.76,56.965,57.652,17.53
11.8,12.27,56.983,57.551,16.59
11.97,12.5,56.844,57.348,16.33
12.06,12.53,56.193,56.721,15.76
11.78,12.14,56.043,56.636,15.25
11.78,12.16,56.5,57.045,15.41
11.8,12.14,56.966,57.41,15.46
11.96,12.29,56.74,57.212,15.17
12.27,12.66,57.606,58.006,15.1
11.98,12.35,57.613,57.963,14.97
12.03,12.39,58.673,59.179,14.5
11.74,12.13,58.403,58.935,15.42
11.76,12.14,58.492,59.204,16.21
11.89,12.3,57.883,58.472,15.1
11.93,12.32,57.774,58.465,15.11
11.83,12.23,56.241,56.964,15.7
11.68,12.12,55.923,56.631,16.04
11.78,12.2,55.199,55.847,16.55
11.65,12.11,55.711,56.339,16.6
11.52,11.91,55.783,56.46,17.19
11.36,11.7,56.373,57.105,17.47
11.4,11.76,55.145,55.814,17.5
11.29,11.62,,,18.45
11.39,11.72,56.213,57.064,17.86
11.23,11.55,57.009,57.754,17.94
,,57.703,58.364,
11.08,11.42,57.642,58.357,17.75
11.19,11.52,57.695,58.573,17.41
11.36,11.69,59.174,60.063,17.95
11.28,11.6,59.441,60.221,18.11
11.34,11.69,59.193,59.826,17.88
11.25,11.61,59.94,60.654,18.29
11.24,11.57,59.794,60.646,18.05
11.17,11.51,59.348,59.955,18.4
10.88,11.19,59.246,59.894,19.29
10.93,11.23,60.275,60.55,19.26
10.91,11.23,62.404,62.908,19.66
10.83,11.1,63.185,63.797,19.96
10.9,11.2,63.417,64.275,19.41
10.87,11.21,61.925,62.645,19.77
10.9,11.23,60.987,61.502,19.89
10.98,11.31,60.863,61.361,19.72
11.03,11.38,61.001,61.65,20.01
11.06,11.42,61.308,62.057,20.41
10.88,11.23,61.186,61.908,21.11
10.85,11.21,61.239,61.884,21.04
11.03,11.39,62.111,62.792,20.71
11.15,11.49,62.281,63.067,20.14
11.31,11.64,62.455,63.223,20.34
11.66,12.01,61.881,62.626,19.59
11.71,12.08,61.751,62.432,20.04
11.39,11.78,62.105,62.907,19.98
11.42,11.79,60.719,61.611,19.05
11.5,11.87,60.325,61.203,18.95
11.6,12.01,60.048,60.793,18.46
11.74,12.12,60.389,61.098,18.36
12.12,12.55,60.081,60.871,17.72
11.96,12.38,60.366,61.088,18.35
12.11,12.53,60.269,61.058,17.95
11.99,12.39,61.033,61.838,18.3
11.89,12.28,62.091,62.814,18.71
12.01,12.4,61.558,62.293,18.35
12.01,12.42,62.465,63.233,19.3
12.3,12.69,61.956,62.722,18.8
12.11,12.51,60.91,61.59,19.26
12.32,12.67,,,19.0
12.47,12.86,59.85,60.566,18.65
12.49,12.9,59.324,59.955,18.65
12.32,12.75,58.572,59.2,18.99
,,58.241,58.879,
12.33,12.75,58.232,58.753,19.26
12.42,12.9,58.868,59.5,18.5
12.38,12.8,58.141,58.58,18.95
12.5,12.95,58.766,59.107,18.71
12.38,12.8,58.627,58.899,18.79
12.28,12.69,57.802,57.991,19.4
12.21,12.64,58.061,58.355,20.25
12.14,12.58,58.555,58.713,19.98
12.03,12.42,59.343,59.579,19.87
11.8,12.15,58.305,58.606,20.14
11.87,12.23,58.668,58.978,20.0
11.87,12.25,59.233,59.695,20.08
11.72,12.09,59.025,59.703,20.19
11.61,11.96,59.732,60.368,21.46
11.78,12.13,59.674,60.354,21.09
11.65,11.95,59.765,60.427,21.0
11.43,11.76,60.006,60.382,22.82
11.33,11.63,60.148,60.576,23.79
11.24,11.56,58.41,58.854,24.02
11.35,11.67,57.867,58.391,23.96
10.74,11.13,57.449,57.796,26.6
10.59,10.93,56.941,57.259,26.82
10.67,11.02,54.061,54.608,26.05
10.77,11.12,53.966,54.537,25.29
,,55.504,56.027,
10.44,10.77,54.613,55.122,25.77
10.18,10.52,56.064,56.654,26.73
9.99,10.32,55.785,56.379,26.45
10.15,10.47,54.399,54.896,25.7
10.16,10.48,54.823,55.259,25.92
9.94,10.27,55.058,55.568,26.53
9.97,10.34,55.185,55.746,26.2
10.15,10.52,52.536,52.856,25.68
10.19,10.56,54.778,55.18,26.32
9.91,10.28,53.574,54.188,27.6
9.89,10.27,51.004,51.737,26.42
9.78,10.14,51.811,52.476,28.0
9.83,10.2,53.838,54.529,27.62
9.73,10.09,53.5,54.299,27.32
,,52.89,53.575,
9.74,10.09,52.004,52.787,28.16
9.82,10.18,52.79,53.479,27.19
9.86,10.23,54.67,55.412,26.3
10.02,10.4,54.12,54.732,25.35
10.07,10.44,53.308,53.851,25.46
10.08,10.46,51.932,52.468,25.33
10.13,10.51,51.802,52.399,24.24
10.0,10.37,52.183,52.729,25.1
,,53.236,53.552,
9.69,10.03,53.075,53.414,25.8
9.73,10.07,51.0,51.371,26.0
,,51.288,51.523,
9.63,9.99,51.881,52.172,25.17
9.63,9.96,,,25.15
9.51,9.83,51.194,51.505,24.37
9.76,10.08,52.431,52.797,24.25
9.77,10.1,52.221,52.614,25.53
9.67,9.99,54.312,54.59,25.38
9.63,9.92,54.415,54.729,25.17
9.57,9.86,54.722,55.483,25.46
9.58,9.89,55.322,55.818,25.94
9.76,10.09,52.541,53.124,25.34
9.77,10.1,,,25.56
9.7,10.02,53.437,53.904,24.59
9.69,10.01,51.829,52.329,24.77
9.82,10.15,51.978,52.659,23.44
9.83,10.17,52.588,53.083,23.29
9.68,10.01,53.184,53.687,23.3
9.52,9.85,53.095,53.677,23.36
9.45,9.77,52.105,52.586,23.05
9.44,9.79,50.826,51.283,22.87
9.51,9.86,51.436,52.171,22.0
9.37,9.74,51.151,51.773,22.25
9.25,9.59,50.471,51.179,21.49
9.21,9.54,48.977,49.563,21.55
,,48.811,49.234,
9.21,9.52,51.973,52.393,21.68
9.13,9.42,52.194,52.645,21.67
9.1,9.41,51.854,52.334,22.68
,,51.781,52.248,
8.96,9.32,52.293,52.734,24.06
8.97,9.32,50.803,51.274,24.65
8.93,9.24,53.536,53.903,24.72
9.0,9.31,53.42,53.796,25.11
8.94,9.24,53.814,54.268,24.96
8.89,9.19,53.733,54.083,25.48
8.94,9.25,53.516,53.942,25.26
8.95,9.26,52.86,53.224,24.99
8.92,9.23,52.235,52.576,24.85
9.0,9.33,53.858,54.326,24.83
9.01,9.33,54.049,54.476,24.82
8.99,9.3,54.495,54.956,25.16
8.95,9.23,54.913,55.365,25.4
8.92,9.21,,,25.53
8.86,9.19,53.526,53.932,25.13
8.78,9.09,53.778,54.221,25.43
8.87,9.21,53.695,54.2,25.54
,,54.55,55.076,
8.89,9.23,53.504,53.993,24.77
8.79,9.14,53.031,53.503,25.37
8.89,9.24,54.453,54.9,25.62
8.64,8.97,55.818,56.295,25.58
8.55,8.86,55.538,55.931,25.8
8.56,8.86,56.64,57.071,26.03
8.61,8.92,57.3,57.593,26.05
8.71,9.04,55.762,56.145,25.49
8.77,9.1,54.936,55.296,25.09
8.88,9.2,54.753,55.119,25.13
8.86,9.19,54.751,55.106,24.84
8.76,9.09,56.068,56.379,25.72
8.72,9.05,56.008,56.432,26.05
8.66,8.98,56.084,56.46,26.95
8.53,8.87,55.683,55.982,26.84
8.66,9.0,,,26.76
8.56,8.89,55.928,56.326,27.38
8.72,9.05,55.69,56.03,27.04
8.71,9.04,54.849,55.211,27.4
8.68,9.02,55.518,55.828,27.13
8.73,9.06,55.47,55.866,26.7
8.76,9.08,55.757,56.101,26.58
8.73,9.06,55.802,56.145,27.08
8.78,9.1,55.996,56.328,27.06
8.84,9.17,57.05,57.426,26.7
,,57.39,57.671,
,,58.102,58.46,
8.91,9.23,57.893,58.247,26.76
8.89,9.21,57.165,57.543,26.77
8.81,9.13,57.116,57.499,26.67
8.67,8.98,58.788,58.963,27.75
8.61,8.93,59.66,59.863,27.5
8.5,8.83,59.666,59.953,28.1
8.61,8.93,59.277,59.627,28.19
8.59,8.91,59.223,59.515,28.25
8.54,8.88,59.213,59.427,28.74
8.49,8.84,59.942,60.123,29.2
8.39,8.73,61.199,61.322,28.97
8.49,8.81,61.577,61.807,28.56
8.84,9.17,60.275,60.383,27.0
8.76,9.08,59.65,59.869,27.34
8.83,9.14,59.231,59.492,28.63
9.05,9.37,58.651,58.901,27.34
8.74,9.05,58.425,58.614,28.06
8.75,9.06,58.665,58.845,28.06
8.65,8.96,59.722,59.949,28.0
8.66,8.98,60.025,60.277,28.29
8.76,9.08,60.296,60.54,27.54
8.7,9.02,60.75,60.973,28.47
8.7,9.0,60.358,60.573,28.78
8.76,9.08,60.192,60.414,29.25
8.79,9.11,59.863,60.135,29.16
8.67,8.99,60.108,60.323,28.78
8.73,9.05,60.231,60.479,28.0
8.81,9.12,60.893,61.137,25.83
8.73,9.03,61.055,61.326,25.93
8.76,9.07,61.357,61.596,26.72
8.84,9.14,61.817,62.007,26.75
8.77,9.08,61.818,62.074,27.6
8.75,9.08,62.442,62.688,27.44
8.65,8.97,63.228,63.53,27.68
8.76,9.07,62.8,63.003,27.6
8.77,9.1,63.173,63.367,27.8
8.77,9.09,63.609,63.871,27.25
8.78,9.1,64.379,64.81,27.37
8.75,9.06,59.424,59.948,27.11
,,58.404,58.666,
8.76,9.06,58.131,58.326,26.73
8.68,9.0,59.27,59.478,26.85
8.67,8.98,59.47,59.673,26.77
8.7,9.0,58.705,58.943,26.35
8.61,8.92,58.314,58.539,27.37
8.58,8.9,58.119,58.399,26.83
8.53,8.86,58.213,58.382,26.68
8.6,8.93,56.602,56.829,25.9
8.56,8.89,56.022,56.243,26.0
8.61,8.94,58.211,58.54,25.88
8.72,9.05,58.949,59.225,25.27
8.91,9.25,58.115,58.439,24.68
8.79,9.13,56.942,57.233,25.52
8.63,8.95,57.482,57.722,26.49
8.6,8.94,57.571,57.793,26.29
8.57,8.92,57.039,57.267,25.84
8.57,8.92,56.674,56.93,26.09
8.52,8.86,,,26.24
8.36,8.72,56.708,56.978,26.8
8.22,8.55,55.823,55.997,26.5
8.19,8.53,55.898,56.071,26.15
8.16,8.51,55.182,55.325,25.55
7.99,8.35,51.812,51.937,25.99
7.84,8.2,52.652,52.725,26.2
8.01,8.36,52.111,52.232,25.86
7.85,8.23,52.217,52.388,26.28
7.76,8.15,53.302,53.418,26.76
7.74,8.14,54.019,54.138,26.65
7.59,7.95,53.936,54.052,27.16
7.63,7.98,53.852,53.955,26.85
7.54,7.9,54.439,54.551,27.18
7.51,7.87,54.268,54.315,27.06
7.56,7.93,54.625,54.695,27.11
7.5,7.87,55.18,55.262,27.45
7.42,7.78,55.116,55.226,27.52
,,55.571,55.66,
7.2,7.58,56.094,56.268,28.28
7.23,7.59,55.776,55.835,28.25
7.29,7.64,54.317,54.379,27.51
7.24,7.57,53.99,54.016,27.67
7.24,7.57,53.801,53.832,27.23
7.12,7.44,54.046,54.14,27.41
7.05,7.35,54.898,55.0,27.26
7.1,7.38,55.563,55.63,26.82
7.03,7.31,56.079,56.15,27.13
6.98,7.3,,,27.39
7.03,7.37,56.579,56.633,27.4
6.94,7.28,55.817,55.84,27.65
,,56.241,56.215,
6.86,7.21,57.024,57.046,28.07
6.83,7.17,57.211,57.204,28.4
6.88,7.23,57.245,57.267,28.53
6.87,7.23,57.517,57.526,28.18
6.96,7.3,57.679,57.673,27.83
6.96,7.3,57.317,57.337,27.68
6.93,7.26,57.317,57.362,27.51
6.94,7.28,56.505,56.578,27.44
6.94,7.28,56.903,56.961,27.49
6.87,7.2,57.311,57.402,27.52
6.84,7.16,56.89,56.987,27.35
6.9,7.22,56.606,56.797,26.89
6.87,7.18,62.521,62.261,26.14
6.85,7.17,61.971,62.092,26.38
6.84,7.16,61.257,61.4,26.24
6.9,7.21,60.834,60.91,26.08
6.91,7.23,60.451,60.589,25.6
6.91,7.21,59.7,59.816,26.52
7.05,7.35,57.616,57.738,25.55
6.94,7.25,58.498,58.554,25.88
6.88,7.18,58.7,58.796,25.6
6.83,7.13,60.24,60.31,26.35
6.85,7.14,59.401,59.445,26.28
6.88,7.18,58.736,58.725,25.65
6.87,7.16,59.864,59.837,25.79
6.95,7.24,58.215,58.213,24.92
6.94,7.23,58.363,58.466,24.23
6.88,7.17,58.88,58.961,23.91
6.93,7.23,59.923,60.022,24.03
6.95,7.25,59.135,59.177,24.02
6.85,7.17,59.563,59.579,25.45
6.88,7.19,59.477,59.576,25.22
6.94,7.24,57.564,57.679,24.28
7.06,7.34,58.445,58.559,23.96
7.14,7.41,58.392,58.541,24.34
7.26,7.54,58.551,58.688,24.59
7.22,7.52,59.643,59.712,25.5
7.11,7.4,59.405,59.527,25.5
7.18,7.47,,,25.3
7.09,7.38,58.42,58.478,25.6
6.99,7.29,59.071,59.114,26.26
6.98,7.29,60.569,60.61,26.39
7.0,7.31,60.247,60.316,26.52
6.98,7.3,60.221,60.264,26.93
7.01,7.33,60.3,60.285,27.1
7.0,7.31,61.009,61.0,26.87
6.95,7.25,61.713,61.749,27.06
7.07,7.37,61.978,62.002,26.88
6.97,7.28,61.565,61.582,28.06
6.84,7.17,61.458,61.494,27.69
6.83,7.16,61.621,61.633,27.22
6.81,7.14,61.936,61.938,27.29
6.7,7.03,61.497,61.492,27.0
6.74,7.07,61.701,61.735,27.48
6.79,7.13,60.938,60.917,27.27
6.73,7.06,62.326,62.297,27.34
6.69,7.02,62.07,62.115,27.7
6.66,7.0,61.254,61.298,27.66
6.67,7.0,60.95,61.057,27.55
6.64,6.97,60.255,60.3,27.51
6.67,6.99,58.832,58.896,26.72
6.61,6.94,59.391,59.472,26.74
6.58,6.92,60.45,60.548,26.51
6.64,6.98,60.384,60.413,26.17
6.61,6.95,59.457,59.507,26.02
6.48,6.83,60.116,60.12,26.52
6.44,6.82,60.434,60.474,26.74
6.25,6.62,60.773,60.786,27.26
6.24,6.6,60.857,60.889,27.31
6.32,6.69,62.151,62.112,27.6
6.21,6.58,62.182,62.15,27.93
6.1,6.48,62.653,62.64,27.66
6.12,6.48,62.275,62.221,27.6
6.11,6.48,62.308,62.214,27.77
6.2,6.56,62.14,62.06,28.57
6.13,6.49,62.957,62.882,28.95
6.15,6.53,63.05,62.955,28.32
6.07,6.45,63.257,63.215,29.25
6.03,6.4,64.5,64.449,29.6
6.05,6.44,63.131,63.033,29.82
6.03,6.43,63.064,63.035,30.08
6.03,6.39,63.006,62.94,30.39
5.98,6.33,63.687,63.613,30.43
5.99,6.34,64.569,64.48,30.36
6.02,6.34,64.602,64.572,29.65
6.14,6.47,64.59,64.551,29.71
6.21,6.54,65.443,65.347,30.9
6.25,6.58,65.569,65.45,30.02
6.2,6.54,64.96,64.914,30.45
6.35,6.69,64.94,64.861,30.02
6.34,6.67,64.9,64.809,29.9
6.33,6.66,65.573,65.458,29.3
,,66.744,66.677,
6.36,6.68,66.035,65.992,29.08
6.39,6.71,65.773,65.63,28.78
,,65.153,65.093,
6.5,6.81,65.067,65.007,29.85
6.45,6.77,64.767,64.684,29.98
6.54,6.85,65.335,65.282,29.73
6.59,6.92,65.678,65.65,29.19
6.6,6.94,65.65,65.607,29.33
6.54,6.87,,,29.53
6.52,6.85,65.248,65.204,29.15
6.57,6.9,64.496,64.443,29.07
6.49,6.81,64.764,64.737,28.98
6.42,6.73,66.027,65.947,29.66
6.44,6.77,66.407,66.348,30.05
6.35,6.7,67.031,66.97,30.35
6.34,6.7,67.178,67.15,30.21
6.35,6.71,67.233,67.145,30.44
6.35,6.7,67.251,67.213,30.4
6.34,6.68,67.514,67.425,30.97
6.36,6.7,67.392,67.343,29.98
6.46,6.81,68.059,68.035,29.41
6.6,6.93,67.756,67.745,29.85
6.56,6.9,67.631,67.596,30.54
6.72,7.06,67.802,67.822,30.61
6.64,6.99,67.48,67.561,30.26
6.57,6.93,67.442,67.532,30.5
,,67.178,67.222,
6.51,6.85,68.02,68.124,30.91
6.49,6.84,67.595,67.732,30.52
6.43,6.76,66.807,66.986,30.18
,,66.851,66.97,
6.39,6.71,68.369,68.434,30.7
6.42,6.75,68.033,68.076,30.45
6.46,6.79,69.711,69.891,30.81
6.44,6.79,69.667,69.756,30.69
6.4,6.76,70.216,70.252,30.5
6.38,6.73,70.992,70.989,30.4
6.38,6.74,71.487,71.448,30.27
6.44,6.81,71.962,72.002,30.33
6.38,6.75,71.544,71.53,30.0
6.32,6.71,71.96,71.96,29.55
6.43,6.82,72.585,72.508,29.52
6.38,6.75,74.02,73.976,29.85
6.39,6.77,,,30.0
6.34,6.73,74.22,74.113,29.62
6.3,6.7,74.298,74.209,29.29
6.32,6.71,74.333,74.235,29.6
6.3,6.68,73.336,73.309,29.3
6.27,6.66,71.695,71.587,28.03
6.21,6.6,72.628,72.525,28.8
6.18,6.58,72.932,72.835,28.85
6.2,6.59,72.792,72.713,28.94
6.21,6.6,71.712,71.639,28.45
6.15,6.52,74.297,74.13,28.18
6.11,6.47,72.354,72.271,28.63
6.05,6.39,72.412,72.303,28.39
6.14,6.47,73.812,73.799,29.18
6.2,6.55,73.962,73.956,28.93
6.15,6.48,75.434,75.433,29.13
6.07,6.42,75.44,75.503,29.48
6.03,6.39,75.914,75.932,30.13
6.08,6.44,75.733,75.67,29.72
5.96,6.33,76.037,75.937,29.42
5.97,6.37,,,29.36
6.0,6.39,75.984,75.972,29.75
5.97,6.37,76.335,76.244,30.55
6.0,6.41,75.908,75.85,29.92
6.06,6.47,74.256,74.173,29.14
,,71.08,70.993,
,,69.423,69.316,
6.19,6.63,69.659,69.524,26.21
6.12,6.57,65.905,65.748,25.3
6.14,6.63,66.967,66.963,25.34
5.9,6.41,69.456,69.316,26.53
5.84,6.38,67.07,66.886,26.05
5.79,6.36,69.326,69.08,26.89
6.02,6.54,65.952,65.738,25.29
6.04,6.57,64.921,64.787,22.83
6.35,6.95,60.778,60.79,16.05
6.19,6.84,64.02,63.759,17.56
6.89,7.6,60.771,60.545,15.85
8.22,8.88,55.746,55.578,12.6
7.17,7.85,60.987,60.713,15.4
7.08,7.8,54.217,53.65,13.09
6.59,7.38,55.99,55.903,13.0
8.02,8.55,54.84,54.56,11.29
7.98,8.57,55.765,55.584,12.21
8.25,8.9,53.616,53.411,12.0
8.71,9.48,52.831,52.707,11.5
8.33,9.08,56.723,56.501,13.25
7.46,8.26,55.125,55.081,14.32
7.04,7.76,58.088,58.146,14.39
6.97,7.64,55.536,55.513,13.3
6.75,7.53,57.341,57.316,13.38
6.75,7.48,58.14,58.098,13.99
6.97,7.73,55.281,55.105,14.3
6.95,7.75,56.042,55.852,15.51
7.2,8.0,54.894,54.635,15.34
7.07,7.84,59.346,59.16,15.77
6.96,7.74,59.326,59.128,16.4
6.81,7.6,60.514,60.35,17.32
6.63,7.45,60.573,60.329,16.82
6.54,7.4,60.878,60.521,16.93
6.38,7.25,63.462,63.262,16.73
6.28,7.12,63.124,62.865,16.38
6.12,6.95,63.174,62.872,15.72
6.09,6.9,64.162,63.95,16.13
5.96,6.83,63.33,63.058,15.95
,,60.817,60.608,
5.86,6.8,63.161,62.921,16.75
6.26,7.18,63.816,63.559,16.95
7.61,8.59,63.966,63.83,15.95
7.5,8.46,63.794,63.543,16.45
6.62,7.6,61.684,61.629,17.25
6.44,7.36,67.074,67.109,18.2
6.48,7.4,67.433,67.335,18.05
,,66.03,65.866,
6.61,7.5,66.34,66.145,17.38
6.49,7.45,67.556,67.451,17.94
6.4,7.35,67.365,67.272,17.28
6.53,7.57,68.628,68.464,17.44
6.39,7.44,69.419,69.217,18.48
6.43,7.49,70.163,70.179,18.15
6.69,7.79,68.787,68.759,18.14
6.86,7.96,67.467,67.417,17.59
6.8,7.88,67.807,67.843,17.4
6.71,7.82,68.66,68.653,17.15
6.59,7.67,69.197,69.259,18.54
6.51,7.61,68.674,68.72,18.68
6.54,7.61,70.336,70.458,19.3
6.4,7.43,70.14,70.338,19.19
6.44,7.43,70.521,70.662,18.67
6.1,7.06,,,19.48
6.01,6.98,70.851,71.069,19.67
5.98,6.93,70.892,71.014,19.93
6.02,6.97,70.837,70.912,19.77
5.96,6.9,71.446,71.676,20.34
5.94,6.91,71.591,71.744,20.33
5.75,6.73,71.961,72.116,21.4
5.66,6.64,71.819,71.963,21.47
5.71,6.71,70.609,70.715,21.43
5.8,6.77,71.92,72.001,22.1
5.77,6.71,72.331,72.402,22.53
5.78,6.73,72.808,72.604,21.72
5.66,6.6,73.292,73.235,21.4
,,70.192,70.095,
5.68,6.6,70.659,70.646,20.6
5.71,6.64,70.992,71.037,20.7
5.77,6.74,72.136,72.324,21.37
5.66,6.62,72.556,72.627,21.44
5.86,6.82,71.798,71.706,21.6
5.82,6.8,71.586,71.232,21.47
5.91,6.9,72.593,72.533,20.95
5.81,6.8,73.221,73.199,21.65
5.94,6.93,71.599,71.635,21.0
5.75,6.75,72.066,72.055,21.47
5.82,6.81,67.995,68.127,20.84
5.76,6.73,69.749,69.859,21.66
5.68,6.61,70.681,70.903,21.55
5.61,6.54,71.902,72.1,21.71
5.63,6.54,73.235,73.497,22.06
5.55,6.44,,,21.98
5.52,6.38,74.785,74.983,22.51
5.63,6.51,74.259,74.496,22.23
5.67,6.48,74.8,75.18,22.65
5.63,6.43,75.55,75.933,22.14
5.56,6.37,77.087,76.951,22.51
5.57,6.39,75.567,75.612,22.16
5.58,6.42,76.029,76.043,22.9
5.61,6.42,75.682,75.844,23.34
5.6,6.42,75.9,75.746,22.72
5.49,6.29,75.778,75.843,22.74
5.49,6.31,78.286,78.192,22.74
5.51,6.32,77.921,77.796,23.37
5.55,6.39,78.425,78.242,23.05
5.58,6.43,75.784,75.838,22.57
5.43,6.33,75.593,75.411,22.73
5.34,6.26,76.51,76.472,23.2
5.36,6.27,75.017,75.183,22.8
5.38,6.29,76.101,76.176,23.17
5.2,6.11,76.573,76.919,22.82
5.18,6.07,74.148,74.398,22.2
5.18,6.06,73.723,74.138,21.8
5.28,6.18,73.249,73.665,21.78
5.37,6.27,73.681,73.955,23.18
5.25,6.2,75.005,75.248,23.22
5.4,6.35,74.725,74.919,22.79
5.48,6.44,74.805,74.841,23.45
5.56,6.54,74.016,74.027,23.08
5.71,6.71,75.331,75.362,23.48
5.82,6.85,75.923,75.833,22.84
5.81,6.83,75.387,75.232,22.67
5.95,6.99,75.899,75.812,22.6
5.68,6.7,77.93,77.789,23.02
5.83,6.85,77.377,77.23,22.89
5.8,6.82,79.088,78.813,22.73
5.76,6.79,79.021,78.779,22.56
5.71,6.73,79.41,79.258,22.97
5.75,6.76,80.411,80.292,22.87
5.96,6.97,82.619,82.207,22.22
5.98,6.96,81.717,81.426,22.15
5.82,6.78,82.221,81.972,22.54
5.88,6.85,81.709,81.477,21.89
